,text,classification,reclassification
6097,"Plants tufted, with culms 20-60 cm high, terete, slender. Sheaths smooth, ",morphology,morphology
6098,"with blades 1-2 mm wide, filiform, the upper sheaths without blades. ",morphology,morphology
6099,"Inflorescence a solitary spikelet 1-1.5 cm long, with bristles 2-3 cm long, ",morphology,morphology
6100,cream-colored; scales lead gray; achenes 2-2.5 mm long. Bogs and swamps; ,key,key
6101,Boreal forest. ,habitat,habitat
6102,Eriophorum callitrix Cham. beautiful COTTON-GRASS ,taxon_identification,taxon_identification
6103,"Plants tufted, with culms 10-25 cm high, stiff, stout. Sheaths smooth, with ",morphology,morphology
6104,"blades 2-4 mm wide, coarse; cauline sheaths with a short blade, the upper ",morphology,morphology
6105,"ones inflated. Inflorescence a single spikelet about 1 cm long, with bristles 2-3 ",key,key
6106,"cm long, bright white; scales grayish; achenes 2-2.5 mm long. Bogs and ",morphology,morphology
6107,swamps; southern Boreal forest. ,habitat,habitat
6108,Eriophorum chamissonis C. A. Mey. RUSSET COTTON-GRASS ,taxon_identification,taxon_identification
6109,Plants with short rhizomes and somewhat stoloniferous; culms 10-35 cm ,morphology,morphology
6110,"high, solitary or few together. Sheaths loose, the lower ones with blades 1-3 ",morphology,morphology
6111,"mm wide, channeled or involute; the upper sheath bladeless, tight. ",morphology,morphology
6112,"Inflorescence a single spikelet 1-1.5 cm long, with bristles 2.5-3 cm long, reddish brown; scales brownish to blackish, with white margins; achenes 2-2.5 ",morphology,morphology
6113,mm long. A form with white bristles is f. albidum (Nyl.) Fern. Muskeg and ,morphology,morphology
6114,swampy areas; Boreal forest. ,habitat,habitat
6115,Eriophorum gracile Koch SLENDER COTTON-GRASS ,taxon_identification,taxon_identification
6116,"Plants in small tufts, with culms 20-40 cm high, very slender, weak, ",morphology,morphology
6117,"mostly without basal leaves. Sheath of upper culm leaf 3-6 cm long, with the ",key,key
6118,"blade 1-3 cm long, 1-1.5 mm wide. Inflorescence with 2-5 spikelets, with a single bract 1-2 cm long, lead gray or blackish; spikelets spreading or nodding, ",morphology,key
6119,"7-10 mm long, with bristles 1-1.5 cm long, bright white; scales lead gray to ",key,key
6120,"blackish; achenes 1.5-2 mm long. Muskeg, swamps, and bogs; Boreal forest. ",morphology,morphology
6121,Eriophorum scheuchzeri Hoppe ONE-SPIKE COTTON-GRASS ,taxon_identification,taxon_identification
6122,"Plants with rhizomes; culms 10-40 cm high, solitary, somewhat leafy at ",morphology,morphology
6123,"the base. Sheaths loose, the upper ones bladeless, black-tipped; the lower ",morphology,morphology
6124,"sheaths with blades 2-5 mm wide, channeled or involute. Inflorescence a solitary spikelet about 1 cm long, with bristles 1-1.5 cm long, bright white; scales ",morphology,morphology
6125,"lead gray to blackish, with narrow pale margins; achenes 1.5-2 mm long. ",morphology,morphology
6126,"Muskeg areas, sedge swamps; Boreal forest. ",habitat,habitat
6127,Eriophorum vaginatum L. sheathed cotton-grass ,taxon_identification,taxon_identification
6128,"Plants densely tufted, forming large clumps, with culms 20-60 cm high, ",morphology,morphology
6129,"stiff, 3-sided. Sheaths glabrous, with blades stiff, filiform; culm leaves consisting of one or two inflated bladeless sheaths. Inflorescence a solitary spikelet ",morphology,morphology
6130,"1-1.5 cm long, with bristles 2-2.5 cm long, bright white; scales lead gray to ",key,key
6131,"blackish, divergent or reflexed; achenes 2.5-3.5 mm long. In the Prairie Provinces, our plants are ssp. spissum (Fern.) Hulten, differing from the typical ",morphology,morphology
6132,"Eurasian plants in having longer and more inflated upper sheaths, larger ",morphology,morphology
6133,"anthers, and narrower achenes. Bogs and marshes; Boreal forest. ",morphology,morphology
6134,Eriophorum viridi-carinatum (Engelm.) Fern. thin-leaved cotton-grass ,taxon_identification,taxon_identification
6135,"Plants in small tufts, with culms 20-70 cm high, 3-sided, slender. Sheaths ",morphology,morphology
6136,"smooth; basal leaves numerous, with blades 2-6 mm wide, flat to channeled; ",morphology,morphology
6137,"cauline leaves 2 or 3, short. Inflorescence with 3-15 spikelets; bracts 2-4, green ",key,key
6138,"or with a brownish base; spikelets 5-10 mm long, with bristles 1-2 cm long, ",morphology,key
6139,"cream-colored to grayish; scales olive green to lead gray, with the midrib ",key,key
6140,"prominent, reaching the tip, sometimes protruding; achenes 1.5-2 mm long. ",morphology,morphology
6141,"Muskeg, bogs, and marshes; Boreal forest. ",habitat,habitat
6142,Kobresia bog-sedge ,taxon_identification,taxon_identification
6143,"Spikes linear, undivided; glumes 3-3.5 mm ",morphology,morphology
6144,long; achenes about 2.5 mm long K. myosuroides ,key,key
6145,"Spikes ovoid, compound; glumes 2.5-3 mm ",morphology,key
6146,long; achenes about 3 mm long K. simpliciuscula ,key,key
6147,Kobresia myosuroides (Vill.) F. & P. BOG-SEDGE ,taxon_identification,taxon_identification
6148,"Plants densely tufted, with culms 10-30 cm high, erect. Sheaths brown, ",morphology,morphology
6149,"becoming fibrillose and very conspicuous, with blades about 1 mm wide, filiform, erect, about equaling the culms. Inflorescence 1-3 cm long, linear, simple; upper spikelets staminate, the lower ones androgynous; scales 2-3 mm ",morphology,morphology
6150,"long; glumes 3-3.5 mm long, light brown, shiny, tightly enclosing the achenes, ",morphology,morphology
6151,"these 2.5 mm long, short stipitate, light brown. Rare; mountain slopes; Rocky ",morphology,morphology
6152,Mountains. ,habitat,habitat
6153,Kobresia simpliciuscula (Wahl.) Mack. simple bog-sedge ,taxon_identification,taxon_identification
6154,"Plants densely tufted, with culms 10-30 cm high, erect. Sheaths cinnamon ",morphology,morphology
6155,"brown, with blades about 1 mm wide, filiform, involute; old sheaths and ",morphology,morphology
6156,"blades very conspicuous. Inflorescence 1^4 cm long, compound; the terminal ",morphology,morphology
6157,"spike staminate, the lateral ones androgynous or pistillate, 3-8 mm long; scales ",morphology,morphology
6158,"small, reddish brown; glumes 2.5-3 mm long, reddish brown, shiny, enclosing ",morphology,morphology
6159,"the achene. Rare; slopes and calcareous bogs; Rocky Mountains, Hudson ",habitat,habitat
6160,Bay. ,habitat,habitat
6161,Rhynchospora beak-rush ,taxon_identification,taxon_identification
6162,Glomerules turbinate; uppermost bract about ,key,key
6163,as long as the glomerules; bristles 10-12 R. alba ,key,key
6164,Glomerules ovoid or oblong; uppermost bract ,morphology,key
6165,much longer than the glomerules; bristles 6 R. capillacea ,key,key
6166,Rhynchospora alba (L.) Vahl white beak-rush ,taxon_identification,taxon_identification
6167,"Plants densely tufted, with stems 15-30 cm high, slender. Leaves 0.5-2.5 ",morphology,morphology
6168,"mm wide, short, mostly basal. Inflorescence 8-15 mm long, at first white, later ",morphology,morphology
6169,"brownish; spikelets 3.5-5 mm long, usually 2-flowered; bristles 10-12, retrorsely barbed. Rare; bogs, wet places, muskeg; Boreal forest. ",morphology,morphology
6170,Rhynchospora capillacea Torr. SLENDER beak-rush ,taxon_identification,taxon_identification
6171,"Plants tufted, with stems 10-40 cm high, very slender. Leaves about 1 mm ",morphology,morphology
6172,"wide, the upper ones commonly exceeding the inflorescence. Inflorescence ",morphology,morphology
6173,"8-10 mm long, with up to 10 spikelets 5-7 mm long; bristles 6, retrorsely ",key,key
6174,"barbed. Rare; bogs, swamps, and wet sands; Boreal forest. ",habitat,habitat
6175,Scirpus bulrush ,taxon_identification,taxon_identification
6176,1. Involucre consisting of 1 scale-like bract; ,key,key
6177,inflorescence appearing terminal 2 ,key,key
6178,"Involucre green, with the bract or bracts ",morphology,key
6179,"erect or leaf-like, spreading; inflorescence appearing lateral or terminal 6 ",key,key
6180,"2. Culms round, smooth 3 ",key,key
6181,"Culms triangular, scabrous 4 ",key,key
6182,3. Plants densely cespitose; spikelet lanceolate; bristles 6 S. caespitosus ,key,key
6183,"Plants in small tufts, rhizomatous; spikelet ovate; bristles none S. pumilus ",key,key
6184,4. Inflorescence of several spikelets S. rufus ,key,key
6185,Inflorescence a single spikelet 5 ,key,key
6186,5. Bristles 20-30 mm long S. hudsonianus ,key,key
6187,Bristles 2-3 mm long S. clintonii ,key,key
6188,"6. Involucre a single erect bract, appearing ",key,key
6189,as a continuation of the stem; the ,key,key
6190,inflorescence appearing lateral 7 ,key,key
6191,"Involucre of several leaf-like bracts, ",morphology,key
6192,spreading; the inflorescence appearing ,key,key
6193,terminal 12 ,key,key
6194,7. Culms terete; sheaths bladeless 8 ,key,key
6195,Culms triangular; sheaths with blades 9 ,key,key
6196,"8. Scales almost as long as the achenes, ",key,key
6197,broadly ovate; culms spongy S. validus ,key,key
6198,"Scales much longer than the achenes, narrowly ovate; culms firm S. acutus ",key,key
6199,9. Spikelets arranged in a short spike S. rufus ,key,key
6200,"Spikelets sessile, clustered at one point on ",morphology,key
6201,the stem 10 ,key,key
6202,10. Achenes triangular; stigmas 3 S. torreyi ,key,key
6203,Achenes plano-convex; stigmas 2 1 1 ,key,key
6204,"11. Achene reticulate, blunt at the tip; leaves ",key,key
6205,stiffly erect S. nevadensis ,key,key
6206,"Achene smooth, minutely beaked; leaves ",key,key
6207,usually spreading S. americanus ,key,key
6208,"12. Spikelets 10-50 mm long, short-peduncled or subsessile, not very numerous 13 ",key,key
6209,"Spikelets 3-10 mm long, long-peduncled ",key,key
6210,"in a much branched inflorescence, very ",morphology,key
6211,numerous 14 ,key,key
6212,"13. Spikelets in part sessile or subsessile, in ",key,key
6213,part 1-4 at the tip of peduncles to 10 ,key,key
6214,cm long; stigmas 3 S.fluviatilis ,key,key
6215,"Spikelets all sessile or subsessile, or in ",morphology,key
6216,"part sessile, in part on peduncles to 5 ",key,key
6217,cm long; stigmas 2 S. paludosus ,key,key
6218,"14. Bristles much longer than the scales, ",key,key
6219,protruding S. cypehnus ,taxon_identification,key
6220,Bristles shorter than the scales 15 ,key,key
6221,15. Achene triangular; stigmas 3; sheaths ,key,key
6222,green S. atrovirens ,key,key
6223,Achene lenticular; stigmas 2; sheaths usually reddish purple S. microcarpus ,key,key
6224,Scirpus acutus Muhl. viscid great bulrush ,taxon_identification,taxon_identification
6225,"Plants with extensive rhizomes; culms 50-200 cm high, round, olive green, ",morphology,morphology
6226,"hard, and firm; sheaths firm, often with a short blade. Panicle 5-15 cm long, ",morphology,morphology
6227,"with branches ascending or spreading, rarely pendulous; spikelets 1-2 cm ",morphology,morphology
6228,"long; scales red-dotted, viscid-pubescent above; achene shiny black at maturity. Sloughs, riverbanks, and lakeshores; Prairies, Parklands. ",morphology,morphology
6229,Scirpus americanus Pers. THREE-SQUARE BULRUSH ,taxon_identification,taxon_identification
6230,"Plants with long creeping, stout rhizomes; culms 20-100 cm high, solitary ",morphology,morphology
6231,"or few together, sharply 3-angled; leaves 2-8 mm wide, linear, channeled. ",morphology,morphology
6232,"Inflorescence 1-5 cm long, with 1-8 spikelets; bract 2-15 cm long; spikelets ",key,key
6233,"5-20 mm long, ovoid to almost cylindric, reddish brown. Wet, often brackish ",morphology,morphology
6234,"to moderately saline areas; Prairies, Parklands. ",habitat,habitat
6235,Scirpus atrovirens Willd. green bulrush ,taxon_identification,taxon_identification
6236,"Plants tufted, with culms 30-100 cm high, bluntly 3-angled; leaves 5-15 ",morphology,morphology
6237,"mm wide. Inflorescence 5-20 cm long, umbelliform, with forked branches; ",morphology,morphology
6238,"spikelets 2-8 mm long, greenish brown; bracts 3-5, leafy, with the longest one ",morphology,morphology
6239,"much longer than the inflorescence. Bogs and marshes; Prairies, Parklands. ",morphology,morphology
6240,Scirpus caespitosus L. var. callosus Bigel. tufted bulrush ,taxon_identification,taxon_identification
6241,"Plants densely tufted, forming hard tussocks, with culms 10-30 cm high, ",morphology,morphology
6242,"wiry, filiform, round; basal sheaths bearing a blade to 15 mm long. ",morphology,morphology
6243,"Inflorescence a single spikelet 3.5-6 mm long, ovoid to lanceolate. Bogs, ",morphology,morphology
6244,"marshes, and tundra; Boreal forest. ",habitat,habitat
6245,Scirpus clintonii Gray Clinton's bulrush ,taxon_identification,taxon_identification
6246,"Plants densely tufted, with culms 10-30 cm high, very slender, sharply 3angled; leaves 0.5-1 mm wide, short. Inflorescence a single spikelet 3-6 mm ",morphology,morphology
6247,"long, lanceolate to ovoid, pale brown; the outer scales with the midrib prolonged into an awn. Rocky Mountains. ",morphology,morphology
6248,Scirpus cyperinus (L.) Kunth wool-grass ,taxon_identification,taxon_identification
6249,"Plants tufted, with culms 50-100 cm high, obscurely 3-angled; leaves 2-5 ",morphology,morphology
6250,"mm wide, to 30 cm long. Inflorescence 5-20 cm long, with branches 3-10 cm ",morphology,morphology
6251,"long, ascending or spreading to drooping; spikelets 3-6 mm long, very numerous, ovoid, with the bristles exceeding the scale, elongating at maturity; bracts ",morphology,morphology
6252,"of the involucre 5-30 cm long. Wet meadows, swamps, and lakeshores; Boreal ",morphology,morphology
6253,"forests, rarely in Parklands. ",habitat,habitat
6254,Scirpus fluviatilis (Torr.) Gray river bulrush ,taxon_identification,taxon_identification
6255,Plants with long rhizomes having corm-like thickenings; culms 50-150 cm ,morphology,morphology
6256,"high, sharply 3-angled, leafy to near the inflorescence; leaves 5-15 mm wide, ",morphology,morphology
6257,"pale green, flat. Inflorescence 6-10 cm long, with 1-5 spikelets; bracts to 15 cm ",morphology,morphology
6258,"long; spikelets 15^40 mm long, brown. Along streams, lakeshores; Boreal ",morphology,morphology
6259,forest. ,habitat,habitat
6260,Scirpus hudsonianus (Michx.) Fern. alpine cotton-grass ,taxon_identification,taxon_identification
6261,"Plants with creeping rhizomes; culms 10-45 cm high, in small tufts, ",morphology,morphology
6262,sharply angled. Inflorescence a single spikelet 4-7 mm long; the lowest scale ,key,key
6263,"with an awn 2-4 mm long, the other scales awnless; bristles 6, exserted in ",key,key
6264,"flowering, elongating to 1-3 cm at maturity, barbless. Marshes and boggy ",morphology,morphology
