,0,1
7173,Camassia quamash (Pursh) Greene COMMON camas ,taxon_identification
7174,"Herbaceous perennial plants from an ovoid bulb 1-3 cm broad, the leaves ",morphology
7175,"mostly basal, narrow, and grass-like, 20-40 cm long. Blue flowers with 6 petallike segments 10-25 mm long, borne in a raceme at the summit of scapose ",morphology
7176,stems 30-60 cm high. Moist meadows; in southern Rocky Mountains. ,morphology
7177,Clintonia ,taxon_identification
7178,"Flowers white, usually solitary C. uniflora ",key
7179,"Flowers yellowish green, in 3- to 8-flowered ",morphology
7180,umbel C. borealis ,taxon_identification
7181,Clintonia borealis (Ait.) Raf. bluebead lily ,taxon_identification
7182,"Plants with slender rootstocks; scapes 15-40 cm high; leaves 2-5, to 30 ",morphology
7183,"cm long, obovate to oblong-elliptic, glossy green. Flowers on pedicels 1-3 cm ",morphology
7184,"long; perianth segments 15-18 mm long, greenish yellow, nodding; fruit a blue ",morphology
7185,"berry, 8 mm in diam. Moist woods; southeastern Boreal forest. ",morphology
7186,Clintonia uniflora (Schult.) Kunth CORN LILY ,taxon_identification
7187,"Plants with slender rootstocks; scapes 6-20 cm high; leaves 2-5, to 20 cm ",morphology
7188,"long, oblanceolate, pubescent below. Flowers showy; perianth segments about ",morphology
7189,"1 cm long, white, villose; fruit a deep blue berry 8-10 mm in diam. Moist ",key
7190,woods; southern Rocky Mountains. ,habitat
7191,Disporum fairybells ,taxon_identification
7192,Stigma 3-lobed; flowers solitary or in pairs D. trachycarpum ,key
7193,Stigma entire; flowers in clusters of \-A D. hookeri ,key
7194,Disporum hookeri (Torr.) Britt. var. oreganum (Wats.) Q. Jones ,taxon_identification
7195,OREGON FAIRYBELLS ,key
7196,"Plants 30-80 cm high, with leaves ovate to oblong-lanceolate, 3-9 cm ",morphology
7197,"long, 2-6 cm wide, cordate-based. Flowers \-4 in a cluster, 10-12 mm long, ",morphology
7198,"creamy white or tinged with green; stigma entire; berry ovoid, 8-16 mm in ",morphology
7199,"diam, 6-seeded. Moist woods; southern Rocky Mountains. ",habitat
7200,Disporum trachycarpum (S. Wats.) B. & H. (Fig. S\A) fairybells ,taxon_identification
7201,"Plants 30-60 cm high, with leaves ovate to oblong-lanceolate, 3-8 cm ",morphology
7202,"long, 2-5 cm wide, short pubescent, rounded or subcordate at the base. Flowers solitary or in pairs, occasionally 3 together, 8-14 mm long, creamy white; ",morphology
7203,"stigma 3-lobed; berry depressed globose, 8-10 mm in diam, 4- to 18-seeded. ",morphology
7204,"Moist woods, ravines, and coulees; throughout Prairies, Parklands, southern ",habitat
7205,parts of Boreal forest. ,habitat
7208,"Fig. 81. A, Fairybells, Disporum trachycarpum (S. Wats.) B. & H.; B, twoleaved Solomon's-seal, Maianthemum canadense Desf. var. interius Fern.; C, ",taxon_identification
7209,"clasping-leaved twistedstalk, Streptopus amplexifolius (L.) DC. ",taxon_identification
7211,Erythronium fawn lily ,taxon_identification
7212,Erythronium grandiflorum Pursh (Fig. 82) GLACIER LILY ,taxon_identification
7213,"Plants with deep-seated corm, arising from a rootstock; scape 20-30 cm ",morphology
7214,"high. Leaves 7-15 cm long, oblong-lanceolate. Flowers solitary or in a 2- to 6flowered raceme; perianth segments 3-5 cm long, bright yellow, recurved; capsule 3-5 cm long. Open forests, hillsides, and grassy slopes; southern Rocky ",morphology
7215,Mountains. ,habitat
7216,Fritillaria fritillary ,taxon_identification
7217,Fritillaria pudica (Pursh) Spreng. yellowbell ,taxon_identification
7218,"A short plant, 10-30 cm high, from a very scaly bulb. Leaves about 8 cm ",morphology
7219,"long and up to 6 mm wide, somewhat whorled about halfway up the stem. ",morphology
7220,"Flower, nodding and single, bell-shaped, yellow or orange, on the summit of ",morphology
7221,"the stem, about 15-20 mm high. Very rare; on moist banks; southern Rocky ",morphology
7222,Mountains. Syn.: Ochrocodon pudicus (Pursh) Rydb. ,taxon_identification
7223,Lilium lily ,taxon_identification
7224,Lilium philadelphicum L. wood lily ,taxon_identification
7225,"Very showy, erect plants 20-60 cm high, from whitish, scaly bulblets. ",morphology
7226,"Leaves linear, in whorls. Flowers showy, 8 cm long, sepals and petals red or ",morphology
7227,"orange with black spots, 1-5 flowers on a plant. Found in the eastern part of ",morphology
7228,"the Prairie Provinces, but westward giving place to the western red lily, L. ",taxon_identification
7229,"philadelphicum L. var. andinum (Nutt.) Ker (Fig. 83), having the lower leaves ",taxon_identification
7230,alternate and the upper ones whorled. The variety is found in moist meadows ,morphology
7231,"throughout the entire area, but is becoming scarcer with the advance of settlement and overpicking. Plants found in the Foothills region have wider, lanceolate leaves and were formerly considered a separate species. ",key
7232,Maianthemum wild lily-of-the-valley ,taxon_identification
7233,Maianthemum canadense Desf. var. interius Fern. (Fig. 815) ,taxon_identification
7234,TWO-LEAVED SOLOMON'S-SEAL ,taxon_identification
7235,"Low, erect plant, 5-15 cm high, with 2, sometimes 3, ovate leaves, cordate-based, borne alternately on the stem. Flowers small, white, in a rather ",morphology
7236,"dense raceme. Berries pale red, speckled, about 5 mm in diam. Fairly common; in rich, moist woods; throughout the Prairie Provinces. ",morphology
7237,Polygonatum Solomon's-seal ,taxon_identification
7238,Polygonatum canaliculatum (Muhl.) Pursh common solomon'S-seal ,taxon_identification
7239,"Coarse plants, from jointed rootstocks, 30-100 cm high. Leaves large, ",morphology
7240,"alternate, up to 15 cm long and to 10 cm wide. White, cylindric flowers suspended in little bunches below the stem, about 15 mm long. Berries dark blue, ",morphology
7241,8-12 mm in diam. Fairly common; in open woodlands in the eastern part. ,morphology
7242,Syn.: P. commutatum (R. & S.) Dietr. * p. 1 ,taxon_identification
7244,"Fig. 82. Glacier lily, Erythronium grandiflorum Pursh. ",taxon_identification
7247,"Fig. 83. Western red lily, Lilium philadelphicum L. var. andinum (Nutt.) Ker. ",taxon_identification
7249,Smilacina false spikenard ,taxon_identification
7250,"Plants from rootstocks, with alternate, ovate to lanceolate leaves, and ",morphology
7251,"small, perfect, greenish white flowers borne in racemes or panicles. Fruits ",morphology
7252,small berries. ,morphology
7253,"1. Inflorescence a branched, dense panicle S. racemosa ",key
7254,Inflorescence an unbranched raceme 2 ,key
7255,2. Leaves 6-12; berries green S. stellata ,key
7256,Leaves 2-4; berries dark red S. trifolia ,key
7257,Smilacina racemosa (L.) Desf. ,taxon_identification
7258,"Large-leaved plants, 30-90 cm high. Leaves elliptic or oval, up to 15 cm ",morphology
7259,"long and to 7 cm wide, parallel-veined, without stalks, except lower ones, ",morphology
7260,which may have very short stalks. White flowers in a densely branched panicle ,morphology
7261,"at the end of the stem. Berries red, purple-specked, up to 6 mm across. Not ",morphology
7262,"common; found in moist woods; throughout southeastern Boreal forest, Riding Mountain. Replaced in western Boreal forest, Parklands, Rocky Mountains, and Cypress Hills by S. racemosa (L.) Desf. var. amplexicaulis (Nutt.) S. ",habitat
7263,"Wats., having all leaves sessile and clasping. ",morphology
7264,Smilacina stellata (L.) Desf. star-flowered solomon'S-seal ,taxon_identification
7265,"Erect, low plants, 15-50 cm high. Leaves arranged on opposite sides of the ",morphology
7266,"stem, folded at the base, overlapping each other in early stages, but spreading ",morphology
7267,"and flattening out later. Flowers small, white, in a spike-like raceme on the ",morphology
7268,"stem. Fruits green berries, each with 6 black stripes. Very common; in moist ",morphology
7269,"soil, meadows, woods, and low areas; throughout the Prairie Provinces. Readily eaten by livestock. ",habitat
7270,Smilacina trifolia (L.) Desf. three-leaved solomon'S-seal ,taxon_identification
7271,"Short, slender plants from a thin rootstock, growing to 5-30 cm high and ",morphology
7272,"usually bearing 3 alternate, oblong-lanceolate leaves without stalks, but often ",morphology
7273,"sheathing the stem at their base. Flowers few, in a terminal raceme. Berries ",morphology
7274,"dark red, up to 6 mm in diam. Wet woods and bogs; Boreal forest. ",morphology
7275,Smilax carrionflower ,taxon_identification
7276,"Unlike most monocotyledons, this genus has netted-veined leaves. The ",taxon_identification
7277,"parallel veins, however, are much more distinct and conspicuous than the ",morphology
7278,others. ,morphology
7279,Smilax herbacea L. var. lasioneura (Hook.) DC. carrionflower ,taxon_identification
7280,"Plants climbing by tendrils, up to 1.5 m long. Leaves alternate, longstalked, oval to ovate, cordate-based, up to 8 cm long and to 6 cm across. ",morphology
7281,"Flowers small, greenish, in many-flowered umbels. Fruits purplish berries. ",morphology
7282,These plants derive their common name from the carrion-like odor of the ,morphology
7283,"flowers, which attracts flies that aid in fertilization. Fairly common; in shady, ",morphology
7284,"moist woodlands; throughout Prairies, Parklands. ",habitat
7286,Stenanthium stenanthium ,taxon_identification
7287,Stenanthium occidentale A. Gray bronzebells ,taxon_identification
7288,"Bulbous-rooted herbs, with grass-like, linear, mostly basal leaves, 15-30 ",morphology
7289,"cm long. Flowers greenish purple, drooping, 10-15 mm long, in a raceme on a ",morphology
7290,stem 30-50 cm high. Moist woods and slopes; Rocky Mountains. ,habitat
7291,Streptopus twistedstalk ,taxon_identification
7292,Leaves clasping the stem; flowers greenish ,morphology
7293,white S. ample xifolius ,taxon_identification
7294,"Leaves sessile, not clasping the stem; flowers ",morphology
7295,pink or rose S. roseus var. per spec tus ,taxon_identification
7296,Streptopus amplexifolius (L.) DC. (Fig. 8 1 Q clasping-leaved twistedstalk ,taxon_identification
7297,"Herbs, from rootstock, 30-100 cm high. Leaves ovate to lanceolate, 5-10 ",morphology
7298,"cm long and 3-6 cm wide, clasping the stem at their bases. Greenish white ",morphology
7299,"flowers, 8-12 mm long, on long twisted stalks, usually in pairs beneath the ",morphology
7300,"axils of the leaves. Fruits red berries, 10-15 mm long, on a long twisted stalk. ",morphology
7301,"Represented by var. americanus Schultes, as described. Moist woods, ravines, ",habitat
7302,"and thickets; Parklands, Boreal forest. Locally, var. denticulatus Fassett, with ",habitat
7303,"the leaf margins finely denticulate, has been found. ",morphology
7304,Streptopus roseus Michx. var. perspectus Fassett rose mandarin ,taxon_identification
7305,"Herbs with matted rootstocks; stems 30-80 cm high, simple or branched, ",morphology
7306,"finely pubescent. Leaves lanceolate, broadly rounded at the base, sessile, 5-9 ",morphology
7307,"cm long, 2-4 cm wide. Flowers about 1 cm long, rose or purplish, nodding. ",morphology
7308,"Not common; moist woods and thickets; southeastern Parklands, Boreal forest. ",habitat
7309,Tofieldia asphodel ,taxon_identification
7310,Stem not hairy; flowers single in a short ,morphology
7311,raceme T. pusilla ,key
7312,Stem slightly hairy near top and with sticky ,morphology
7313,glands; flowers in bunches of 3 in a short ,key
7314,raceme T. glutinosa ,taxon_identification
7315,Tofieldia glutinosa (Michx.) Pers. sticky asphodel ,taxon_identification
7316,"Plants with slender rootstocks; stems 10-50 cm high, viscid above; basal ",morphology
7317,"leaves 5-20 cm long, 3-8 mm wide. Inflorescence 2-5 cm long; flowers white, ",morphology
7318,"with segments about 4 mm long; capsules 5-6 mm long, ovoid. Marshes, bogs, ",morphology
7319,"and riverbanks; Boreal forest, Rocky Mountains. ",habitat
7320,Tofieldia pusilla (Michx.) Pers. bog asphodel ,taxon_identification
7321,"Plants with short rootstocks; stems 5-20 cm high, slender, smooth; basal ",morphology
7322,"leaves 2-6 cm long, 1-3 mm wide. Inflorescence 5-20 mm long; flowers greenish white 1.5-2.5 mm long; capsules 2.5-3 mm long. Marshes, bogs, and riverbanks; Boreal forest, Rocky Mountains. ",morphology
7323,Trillium wakerobin ,taxon_identification
7324,"Flowers on recurved peduncles, to below the ",morphology
7325,leaves T. cernuum var. marcranthum ,key
7326,"Flowers on erect peduncles, above the leaves T. ovatum ",key
7327,Trillium cernuum L. var. macranthum Earn. & Wieg. nodding wakerobin ,taxon_identification
7328,"Plants with short rootstocks; stems 20-40 cm high, slender; leaves rhombic-ovate, 6-10 cm long, 5-12 cm broad; flowers on peduncles \~4 cm long, ",morphology
7329,reflexed to below the leaves; perianth segment 15-25 mm long; petals white. ,key
7330,Rare; moist woods; eastern Boreal forest. ,habitat
7331,Trillium ovatum Pursh western wakerobin ,taxon_identification
7332,"Plants with short, stout rootstocks; stems 30-50 cm high; leaves rhombicovate, 6-10 cm long, 5-9 cm wide. Flowers on an erect peduncle 25-75 mm ",morphology
7333,"long; perianth segments 25-50 mm long; petals white, turning deep rose. Very ",morphology
7334,rare; moist woods; southern Rocky Mountains. ,habitat
7335,Uvularia bellwort ,taxon_identification
7336,Uvularia sessilifolia L. small bellwort ,taxon_identification
7337,"Slender, smooth-stemmed herbs, 15-30 cm high, with stalkless, lanceolate-oblong leaves, 3-8 cm long. Flowers borne singly 12-30 mm long, pale ",morphology
7338,"greenish yellow. Fruit sharply 3-angled, a capsule about 25 mm long. Very ",morphology
7339,rare; in shady woodlands; southeastern Boreal forest. ,habitat
7340,Veratrum false hellebore ,taxon_identification
7341,Veratrum eschscholtzii Gray green false hellebore ,key
7342,"Plants with a short, thick rootstock; stems stout, very leafy, somewhat ",morphology
7343,"pubescent, 1-2 m high. Leaves oval to elliptic, 10-30 cm long, acute, short-petioled to sessile or clasping, strongly veined, and often plaited. Flowers numerous in a panicle 20-50 cm long; perianth greenish or yellowish green, 15-20 ",morphology
7344,"mm across; capsule ovoid, 20-25 mm long, to 12 mm thick, with many large ",morphology
7345,flat seeds. Moist forests and wet places; southern Rocky Mountains. ,habitat
7346,Xerophyllum turkey-beard ,taxon_identification
7347,Xerophyllum tenax (Pursh) Nutt. bear-grass ,taxon_identification
7348,"Plants in dense clumps; stems slender 20-150 cm high, with scattered ",morphology
7349,"ascending leaves; basal leaves 50-80 cm long, 3-6 mm wide, rigid, flat, with ",morphology
7350,rough margins. Inflorescence a dense raceme 30 cm or more long; flowers ,morphology
7351,"creamy white, with the segments 6-9 mm long; fruit a small capsule 5-7 mm ",key
7352,long. Rare; dry mountain slopes; southern Rocky Mountains. ,habitat
7353,Yucca yucca ,taxon_identification
7354,"Yucca glauca Nutt. yucca, soapweed ",taxon_identification
7355,"Coarse plants with short, woody stems and stiff, narrow basal leaves with ",morphology
7356,"sharp, hard tips. Flowers cream-colored or greenish white, with petals and se267 ",morphology
7358,"pals 25-50 mm long, in a raceme surmounting a stem 20-60 cm high. Fruits ",morphology
7359,capsules containing numerous black seeds in layers. This plant is fertilized ,morphology
